prompt_variant,word_normalized,feature_text_normalized,feature_text_example,response_frequency,valid_response_count,response_proportion
A,alligator,"has sharp, pointed teeth","has sharp, pointed teeth",1,20,0.05
A,alligator,"has strong, sharp teeth","has strong, sharp teeth",2,20,0.1
A,alligator,hunts at night,hunts at night,1,20,0.05
A,alligator,is a carnivorous predator,is a carnivorous predator,7,20,0.35
A,alligator,is a cold-blooded reptile,is a cold-blooded reptile,2,20,0.1
A,alligator,is a reptile,is a reptile,2,20,0.1
A,alligator,is a type of reptile,is a type of reptile,1,20,0.05
A,alligator,is an apex predator,is an apex predator,3,20,0.15
A,alligator,is an apex predator in its ecosystem,is an apex predator in its ecosystem,2,20,0.1
A,alligator,is cold-blooded,is cold-blooded,7,20,0.35
A,alligator,is cold-blooded and regulates body temperature externally,is cold-blooded and regulates body temperature externally,3,20,0.15
A,alligator,"is covered in tough, scaly skin","is covered in tough, scaly skin",19,20,0.95
A,alligator,is found in the southeastern united states,is found in the southeastern United States,5,20,0.25
A,alligator,is found in the southeastern united states and china,is found in the southeastern United States and China,4,20,0.2
A,alligator,lays eggs and can be very protective of its young,lays eggs and can be very protective of its young,1,20,0.05
A,alligator,lays eggs in nests,lays eggs in nests,9,20,0.45
A,alligator,lays eggs in nests made of vegetation,lays eggs in nests made of vegetation,6,20,0.3
A,alligator,lays eggs in nests on land,lays eggs in nests on land,2,20,0.1
A,alligator,lays eggs on land,lays eggs on land,2,20,0.1
A,alligator,lives in freshwater habitats,lives in freshwater habitats,19,20,0.95
A,alligator,lives in freshwater habitats like swamps and rivers,lives in freshwater habitats like swamps and rivers,1,20,0.05
A,alligator,moves quickly in water,moves quickly in water,1,20,0.05
A,anchovy,can be canned or fresh,can be canned or fresh,2,20,0.1
A,anchovy,can be filleted,can be filleted,4,20,0.2
A,anchovy,can be filleted and canned,can be filleted and canned,9,20,0.45
A,anchovy,can be filleted and dried,can be filleted and dried,1,20,0.05
A,anchovy,can be filleted and preserved,can be filleted and preserved,1,20,0.05
A,anchovy,can be filleted and preserved in oil,can be filleted and preserved in oil,1,20,0.05
A,anchovy,can be found canned or fresh,can be found canned or fresh,1,20,0.05
A,anchovy,can be found in canned form,can be found in canned form,1,20,0.05
A,anchovy,comes in oil-packed cans,comes in oil-packed cans,1,20,0.05
A,anchovy,common in italian cuisine,common in Italian cuisine,1,20,0.05
A,anchovy,common in mediterranean cuisine,common in Mediterranean cuisine,10,20,0.5
A,anchovy,commonly sold in oil or brine,commonly sold in oil or brine,1,20,0.05
A,anchovy,distinctive pungent smell,distinctive pungent smell,1,20,0.05
A,anchovy,eaten as a snack in some cultures,eaten as a snack in some cultures,1,20,0.05
A,anchovy,found in coastal waters,found in coastal waters,1,20,0.05
A,anchovy,found in mediterranean and atlantic,found in Mediterranean and Atlantic,4,20,0.2
A,anchovy,found in mediterranean and atlantic waters,found in Mediterranean and Atlantic waters,4,20,0.2
A,anchovy,found in mediterranean and black sea,found in Mediterranean and Black Sea,1,20,0.05
A,anchovy,found in the atlantic and pacific oceans,found in the Atlantic and Pacific oceans,2,20,0.1
A,anchovy,found in the mediterranean and black sea,found in the Mediterranean and Black Sea,1,20,0.05
A,anchovy,has a distinct smell,has a distinct smell,2,20,0.1
A,anchovy,has a pungent smell,has a pungent smell,4,20,0.2
A,anchovy,have a distinct smell,have a distinct smell,1,20,0.05
A,anchovy,high in omega-3 fatty acids,high in omega-3 fatty acids,3,20,0.15
A,anchovy,often preserved in oil,often preserved in oil,1,20,0.05
A,anchovy,often used as pizza topping,often used as pizza topping,1,20,0.05
A,anchovy,often used in pizza toppings,often used in pizza toppings,11,20,0.55
A,anchovy,often used on pizza,often used on pizza,6,20,0.3
A,anchovy,often used on pizzas,often used on pizzas,1,20,0.05
A,anchovy,rich in omega-3 fatty acids,rich in omega-3 fatty acids,16,20,0.8
A,anchovy,silver in color,silver in color,5,20,0.25
A,anchovy,silvery color,silvery color,3,20,0.15
A,anchovy,silvery color with dark stripes,silvery color with dark stripes,1,20,0.05
A,anchovy,silvery in color,silvery in color,1,20,0.05
A,anchovy,small fish,small fish,7,20,0.35
A,anchovy,small saltwater fish,small saltwater fish,3,20,0.15
A,anchovy,small silver fish,small silver fish,10,20,0.5
A,anchovy,sold in oil or brine,sold in oil or brine,1,20,0.05
A,anchovy,sold in oil or salt-packed,sold in oil or salt-packed,2,20,0.1
A,anchovy,sold in oil-packed cans,sold in oil-packed cans,4,20,0.2
A,anchovy,sometimes considered an acquired taste,sometimes considered an acquired taste,3,20,0.15
A,anchovy,sometimes eaten whole,sometimes eaten whole,1,20,0.05
A,anchovy,sometimes used as bait,sometimes used as bait,1,20,0.05
A,anchovy,sometimes used as bait in fishing,sometimes used as bait in fishing,9,20,0.45
A,anchovy,strong salty flavor,strong salty flavor,3,20,0.15
A,anchovy,strong salty taste,strong salty taste,13,20,0.65
A,anchovy,"strong, salty flavor","strong, salty flavor",3,20,0.15
A,anchovy,"strong, salty taste","strong, salty taste",1,20,0.05
A,anchovy,used as bait in fishing,used as bait in fishing,8,20,0.4
A,anchovy,used in caesar salad dressing,used in Caesar salad dressing,20,20,1.0
A,anchovy,used in fish sauce and umami-rich dishes,used in fish sauce and umami-rich dishes,1,20,0.05
A,anchovy,used in pizza toppings,used in pizza toppings,1,20,0.05
A,anchovy,used to flavor pasta dishes,used to flavor pasta dishes,1,20,0.05
A,anchovy,usually sold in oil or brine,usually sold in oil or brine,1,20,0.05
A,anchovy,usually sold in oil or salt,usually sold in oil or salt,1,20,0.05
A,anchovy,usually sold in oil or salted,usually sold in oil or salted,2,20,0.1
A,ant,black or red body,black or red body,16,20,0.8
A,ant,black or red color,black or red color,4,20,0.2
A,ant,can bite or sting,can bite or sting,11,20,0.55
A,ant,can carry heavy loads,can carry heavy loads,6,20,0.3
A,ant,carries food back to nest,carries food back to nest,14,20,0.7
A,ant,communicates through pheromones,communicates through pheromones,10,20,0.5
A,ant,communicates using pheromones,communicates using pheromones,5,20,0.25
A,ant,communicates with pheromones,communicates with pheromones,5,20,0.25
A,ant,eats a variety of foods,eats a variety of foods,7,20,0.35
A,ant,found in many environments,found in many environments,7,20,0.35
A,ant,found in many environments worldwide,found in many environments worldwide,1,20,0.05
A,ant,found in various environments,found in various environments,10,20,0.5
A,ant,has a hard exoskeleton,has a hard exoskeleton,1,20,0.05
A,ant,helps aerate soil,helps aerate soil,3,20,0.15
A,ant,lives in colonies,lives in colonies,20,20,1.0
A,ant,often seen in lines,often seen in lines,1,20,0.05
A,ant,plays role in ecosystem,plays role in ecosystem,1,20,0.05
A,ant,six legs,six legs,20,20,1.0
A,ant,small insect,small insect,20,20,1.0
A,ant,some species are invasive,some species are invasive,2,20,0.1
A,ant,some species can bite or sting,some species can bite or sting,1,20,0.05
A,ant,some species can sting,some species can sting,5,20,0.25
A,ant,strong for its size,strong for its size,20,20,1.0
A,ant,works cooperatively,works cooperatively,1,20,0.05
A,ant,works in groups,works in groups,1,20,0.05
A,ant,works together to build complex structures,works together to build complex structures,8,20,0.4
A,anvil,associated with anvils being dropped in cartoons,associated with anvils being dropped in cartoons,1,20,0.05
A,anvil,associated with anvils in cartoons,associated with anvils in cartoons,3,20,0.15
A,anvil,associated with strength and durability,associated with strength and durability,1,20,0.05
A,anvil,associated with the sound of hammering,associated with the sound of hammering,1,20,0.05
A,anvil,can be found in a forge,can be found in a forge,3,20,0.15
A,anvil,can be found in a forge or workshop,can be found in a forge or workshop,2,20,0.1
A,anvil,can be found in a smithy,can be found in a smithy,1,20,0.05
A,anvil,can be found in a smithy or workshop,can be found in a smithy or workshop,1,20,0.05
A,anvil,can be heard ringing when struck,can be heard ringing when struck,4,20,0.2
A,anvil,can be heavy,can be heavy,4,20,0.2
A,anvil,can be quite noisy when being used,can be quite noisy when being used,1,20,0.05
A,anvil,can be struck with a hammer,can be struck with a hammer,1,20,0.05
A,anvil,can be used to break or cut metal,can be used to break or cut metal,1,20,0.05
A,anvil,can be used to break rocks,can be used to break rocks,1,20,0.05
A,anvil,can be used to break stones,can be used to break stones,1,20,0.05
A,anvil,can be used to flatten metal,can be used to flatten metal,1,20,0.05
A,anvil,can be very heavy,can be very heavy,1,20,0.05
A,anvil,can get hot during use,can get hot during use,1,20,0.05
A,anvil,can get hot from use,can get hot from use,1,20,0.05
A,anvil,can get very hot from repeated hammering,can get very hot from repeated hammering,1,20,0.05
A,anvil,can make a loud sound when struck,can make a loud sound when struck,1,20,0.05
A,anvil,comes in various sizes depending on use,comes in various sizes depending on use,1,20,0.05
A,anvil,found in blacksmith shops,found in blacksmith shops,2,20,0.1
A,anvil,found in blacksmith shops and metalworking areas,found in blacksmith shops and metalworking areas,2,20,0.1
A,anvil,found in forge or workshop,found in forge or workshop,1,20,0.05
A,anvil,found in forge or workshop settings,found in forge or workshop settings,1,20,0.05
A,anvil,found in forge settings,found in forge settings,1,20,0.05
A,anvil,found in smithies and workshops,found in smithies and workshops,1,20,0.05
A,anvil,has a distinct shape with a pointed end,has a distinct shape with a pointed end,1,20,0.05
A,anvil,has a distinctive shape,has a distinctive shape,2,20,0.1
A,anvil,has a distinctive sound when struck,has a distinctive sound when struck,1,20,0.05
A,anvil,has a flat surface for hammering,has a flat surface for hammering,4,20,0.2
A,anvil,has a flat top for flattening metal,has a flat top for flattening metal,1,20,0.05
A,anvil,has a flat top surface,has a flat top surface,6,20,0.3
A,anvil,has a flat top surface for hammering,has a flat top surface for hammering,2,20,0.1
A,anvil,has a flat top surface for striking,has a flat top surface for striking,1,20,0.05
A,anvil,has a hard surface,has a hard surface,5,20,0.25
A,anvil,has a hard surface for hammering,has a hard surface for hammering,2,20,0.1
A,anvil,has a hard surface for shaping metal,has a hard surface for shaping metal,1,20,0.05
A,anvil,"has a hard, flat surface for hammering","has a hard, flat surface for hammering",1,20,0.05
A,anvil,has a horn and a face,has a horn and a face,1,20,0.05
A,anvil,has a horn for shaping curves,has a horn for shaping curves,1,20,0.05
A,anvil,has a horn shape at one end,has a horn shape at one end,1,20,0.05
A,anvil,has a horn shape on one end,has a horn shape on one end,1,20,0.05
A,anvil,has a horn-shaped end,has a horn-shaped end,2,20,0.1
A,anvil,has a stable base to prevent movement during work,has a stable base to prevent movement during work,1,20,0.05
