word_key,word_forms,n_occurrences,n_sources,roles,appears_as_critical_distractor,appears_as_list_word,source_papers,datasets,critical_distractor_for_lists,list_word_in_lists,associated_critical_items_when_list_word,mean_item_log_frequency_available,mean_item_BAS_to_critical_available,mean_item_FAS_from_critical_available,occurrences_json
ball,Ball; ball,2,2,critical_distractor; list_word,True,True,"Brainerd, Chang, & Bialer (2020); Roediger et al. (2001) 55-list DRM pool, augmented with uploaded 2024 supplementary workbook metrics",Brainerd2020_120_4word_lists; Roediger2001_55_15word_lists,brainerd2020_120::ball,roediger2001_55::rubber,rubber,2.769339183425455,0.0,0.041,"[{""dataset"": ""Brainerd2020_120_4word_lists"", ""list_id"": ""brainerd2020_120::ball"", ""critical_item"": ""Ball"", ""role"": ""critical_distractor"", ""position"": ""CD""}, {""dataset"": ""Roediger2001_55_15word_lists"", ""list_id"": ""roediger2001_55::rubber"", ""critical_item"": ""rubber"", ""role"": ""list_word"", ""position"": ""T5""}]"
ballerina,Ballerina,1,1,list_word,False,True,"Brainerd, Chang, & Bialer (2020)",Brainerd2020_120_4word_lists,,brainerd2020_120::match,match,-0.33,,,"[{""dataset"": ""Brainerd2020_120_4word_lists"", ""list_id"": ""brainerd2020_120::match"", ""critical_item"": ""Match"", ""role"": ""list_word"", ""position"": ""T2""}]"
ballet,Ballet,1,1,list_word,False,True,"Brainerd, Chang, & Bialer (2020)",Brainerd2020_120_4word_lists,,brainerd2020_120::dance,dance,0.83,,,"[{""dataset"": ""Brainerd2020_120_4word_lists"", ""list_id"": ""brainerd2020_120::dance"", ""critical_item"": ""Dance"", ""role"": ""list_word"", ""position"": ""T1""}]"
banana,Banana; banana,2,2,list_word,False,True,"Brainerd, Chang, & Bialer (2020); Roediger et al. (2001) 55-list DRM pool, augmented with uploaded 2024 supplementary workbook metrics",Brainerd2020_120_4word_lists; Roediger2001_55_15word_lists,,brainerd2020_120::fruit; roediger2001_55::fruit,fruit,1.649390279242185,0.215,0.065,"[{""dataset"": ""Brainerd2020_120_4word_lists"", ""list_id"": ""brainerd2020_120::fruit"", ""critical_item"": ""Fruit"", ""role"": ""list_word"", ""position"": ""T2""}, {""dataset"": ""Roediger2001_55_15word_lists"", ""list_id"": ""roediger2001_55::fruit"", ""critical_item"": ""fruit"", ""role"": ""list_word"", ""position"": ""T8""}]"
band,band,1,1,list_word,False,True,"Roediger et al. (2001) 55-list DRM pool, augmented with uploaded 2024 supplementary workbook metrics",Roediger2001_55_15word_lists,,roediger2001_55::music,music,3.43536650661266,0.432,0.02,"[{""dataset"": ""Roediger2001_55_15word_lists"", ""list_id"": ""roediger2001_55::music"", ""critical_item"": ""music"", ""role"": ""list_word"", ""position"": ""T6""}]"
bandit,bandit,1,1,list_word,False,True,"Roediger et al. (2001) 55-list DRM pool, augmented with uploaded 2024 supplementary workbook metrics",Roediger2001_55_15word_lists,,roediger2001_55::thief,thief,2.28330122870355,0.167,0.0,"[{""dataset"": ""Roediger2001_55_15word_lists"", ""list_id"": ""roediger2001_55::thief"", ""critical_item"": ""thief"", ""role"": ""list_word"", ""position"": ""T14""}]"
bank,Bank; bank,2,2,critical_distractor; list_word,True,True,"Brainerd, Chang, & Bialer (2020); Roediger et al. (2001) 55-list DRM pool, augmented with uploaded 2024 supplementary workbook metrics",Brainerd2020_120_4word_lists; Roediger2001_55_15word_lists,brainerd2020_120::bank,roediger2001_55::thief,thief,2.868494550906115,0.0,0.0,"[{""dataset"": ""Brainerd2020_120_4word_lists"", ""list_id"": ""brainerd2020_120::bank"", ""critical_item"": ""Bank"", ""role"": ""critical_distractor"", ""position"": ""CD""}, {""dataset"": ""Roediger2001_55_15word_lists"", ""list_id"": ""roediger2001_55::thief"", ""critical_item"": ""thief"", ""role"": ""list_word"", ""position"": ""T13""}]"
banner,banner,1,1,list_word,False,True,"Roediger et al. (2001) 55-list DRM pool, augmented with uploaded 2024 supplementary workbook metrics",Roediger2001_55_15word_lists,,roediger2001_55::flag,flag,2.4814426285023,0.687,0.0,"[{""dataset"": ""Roediger2001_55_15word_lists"", ""list_id"": ""roediger2001_55::flag"", ""critical_item"": ""flag"", ""role"": ""list_word"", ""position"": ""T1""}]"
bar,bar,1,1,list_word,False,True,"Roediger et al. (2001) 55-list DRM pool, augmented with uploaded 2024 supplementary workbook metrics",Roediger2001_55_15word_lists,,roediger2001_55::whiskey,whiskey,3.6420686273415,0.0,0.0,"[{""dataset"": ""Roediger2001_55_15word_lists"", ""list_id"": ""roediger2001_55::whiskey"", ""critical_item"": ""whiskey"", ""role"": ""list_word"", ""position"": ""T14""}]"
barge,barge,1,1,list_word,False,True,"Roediger et al. (2001) 55-list DRM pool, augmented with uploaded 2024 supplementary workbook metrics",Roediger2001_55_15word_lists,,roediger2001_55::river,river,2.29885307640971,0.047,0.0,"[{""dataset"": ""Roediger2001_55_15word_lists"", ""list_id"": ""roediger2001_55::river"", ""critical_item"": ""river"", ""role"": ""list_word"", ""position"": ""T10""}]"
basket,basket,1,1,list_word,False,True,"Roediger et al. (2001) 55-list DRM pool, augmented with uploaded 2024 supplementary workbook metrics",Roediger2001_55_15word_lists,,roediger2001_55::fruit,fruit,2.82801506422398,0.084,0.011,"[{""dataset"": ""Roediger2001_55_15word_lists"", ""list_id"": ""roediger2001_55::fruit"", ""critical_item"": ""fruit"", ""role"": ""list_word"", ""position"": ""T11""}]"
bat,Bat,1,1,list_word,False,True,"Brainerd, Chang, & Bialer (2020)",Brainerd2020_120_4word_lists,,brainerd2020_120::ball,ball,1.02,,,"[{""dataset"": ""Brainerd2020_120_4word_lists"", ""list_id"": ""brainerd2020_120::ball"", ""critical_item"": ""Ball"", ""role"": ""list_word"", ""position"": ""T1""}]"
beard,beard,1,1,list_word,False,True,"Roediger et al. (2001) 55-list DRM pool, augmented with uploaded 2024 supplementary workbook metrics",Roediger2001_55_15word_lists,,roediger2001_55::man,man,2.80888586735981,0.055,0.0,"[{""dataset"": ""Roediger2001_55_15word_lists"", ""list_id"": ""roediger2001_55::man"", ""critical_item"": ""man"", ""role"": ""list_word"", ""position"": ""T10""}]"
bears,bears,1,1,list_word,False,True,"Roediger et al. (2001) 55-list DRM pool, augmented with uploaded 2024 supplementary workbook metrics",Roediger2001_55_15word_lists,,roediger2001_55::lion,lion,2.76492298464989,0.034,0.021,"[{""dataset"": ""Roediger2001_55_15word_lists"", ""list_id"": ""roediger2001_55::lion"", ""critical_item"": ""lion"", ""role"": ""list_word"", ""position"": ""T13""}]"
beautiful,Beautiful; beautiful,3,2,critical_distractor; list_word,True,True,"Brainerd, Chang, & Bialer (2020); Roediger et al. (2001) 55-list DRM pool, augmented with uploaded 2024 supplementary workbook metrics",Brainerd2020_120_4word_lists; Roediger2001_55_15word_lists,roediger2001_55::beautiful,brainerd2020_120::pretty; roediger2001_55::girl,girl; pretty,3.5195551074948734,0.049,0.0,"[{""dataset"": ""Brainerd2020_120_4word_lists"", ""list_id"": ""brainerd2020_120::pretty"", ""critical_item"": ""Pretty"", ""role"": ""list_word"", ""position"": ""T2""}, {""dataset"": ""Roediger2001_55_15word_lists"", ""list_id"": ""roediger2001_55::beautiful"", ""critical_item"": ""beautiful"", ""role"": ""critical_distractor"", ""position"": ""CD""}, {""dataset"": ""Roediger2001_55_15word_lists"", ""list_id"": ""roediger2001_55::girl"", ""critical_item"": ""girl"", ""role"": ""list_word"", ""position"": ""T10""}]"
bed,bed,2,1,list_word,False,True,"Roediger et al. (2001) 55-list DRM pool, augmented with uploaded 2024 supplementary workbook metrics",Roediger2001_55_15word_lists,,roediger2001_55::lamp; roediger2001_55::sleep,lamp; sleep,3.97973043066229,0.319,0.046,"[{""dataset"": ""Roediger2001_55_15word_lists"", ""list_id"": ""roediger2001_55::lamp"", ""critical_item"": ""lamp"", ""role"": ""list_word"", ""position"": ""T13""}, {""dataset"": ""Roediger2001_55_15word_lists"", ""list_id"": ""roediger2001_55::sleep"", ""critical_item"": ""sleep"", ""role"": ""list_word"", ""position"": ""T1""}]"
bee,bee,1,1,list_word,False,True,"Roediger et al. (2001) 55-list DRM pool, augmented with uploaded 2024 supplementary workbook metrics",Roediger2001_55_15word_lists,,roediger2001_55::butterfly,butterfly,2.72345567203519,0.0,0.0,"[{""dataset"": ""Roediger2001_55_15word_lists"", ""list_id"": ""roediger2001_55::butterfly"", ""critical_item"": ""butterfly"", ""role"": ""list_word"", ""position"": ""T13""}]"
beef,beef,1,1,list_word,False,True,"Roediger et al. (2001) 55-list DRM pool, augmented with uploaded 2024 supplementary workbook metrics",Roediger2001_55_15word_lists,,roediger2001_55::mutton,mutton,3.00259798071991,0.0,0.0,"[{""dataset"": ""Roediger2001_55_15word_lists"", ""list_id"": ""roediger2001_55::mutton"", ""critical_item"": ""mutton"", ""role"": ""list_word"", ""position"": ""T5""}]"
beer,Beer; beer,2,2,critical_distractor; list_word,True,True,"Brainerd, Chang, & Bialer (2020); Roediger et al. (2001) 55-list DRM pool, augmented with uploaded 2024 supplementary workbook metrics",Brainerd2020_120_4word_lists; Roediger2001_55_15word_lists,brainerd2020_120::beer,roediger2001_55::whiskey,whiskey,2.522786759311365,0.0,0.051,"[{""dataset"": ""Brainerd2020_120_4word_lists"", ""list_id"": ""brainerd2020_120::beer"", ""critical_item"": ""Beer"", ""role"": ""critical_distractor"", ""position"": ""CD""}, {""dataset"": ""Roediger2001_55_15word_lists"", ""list_id"": ""roediger2001_55::whiskey"", ""critical_item"": ""whiskey"", ""role"": ""list_word"", ""position"": ""T3""}]"
bell,Bell,1,1,list_word,False,True,"Brainerd, Chang, & Bialer (2020)",Brainerd2020_120_4word_lists,,brainerd2020_120::liberty,liberty,1.76,,,"[{""dataset"": ""Brainerd2020_120_4word_lists"", ""list_id"": ""brainerd2020_120::liberty"", ""critical_item"": ""Liberty"", ""role"": ""list_word"", ""position"": ""T1""}]"
belt,belt,1,1,list_word,False,True,"Roediger et al. (2001) 55-list DRM pool, augmented with uploaded 2024 supplementary workbook metrics",Roediger2001_55_15word_lists,,roediger2001_55::shirt,shirt,3.09447112864164,0.0,0.0,"[{""dataset"": ""Roediger2001_55_15word_lists"", ""list_id"": ""roediger2001_55::shirt"", ""critical_item"": ""shirt"", ""role"": ""list_word"", ""position"": ""T13""}]"
bench,bench,1,1,list_word,False,True,"Roediger et al. (2001) 55-list DRM pool, augmented with uploaded 2024 supplementary workbook metrics",Roediger2001_55_15word_lists,,roediger2001_55::chair,chair,2.69372694892365,0.109,0.013,"[{""dataset"": ""Roediger2001_55_15word_lists"", ""list_id"": ""roediger2001_55::chair"", ""critical_item"": ""chair"", ""role"": ""list_word"", ""position"": ""T15""}]"
bent,Bent,1,1,list_word,False,True,"Brainerd, Chang, & Bialer (2020)",Brainerd2020_120_4word_lists,,brainerd2020_120::straight,straight,1.76,,,"[{""dataset"": ""Brainerd2020_120_4word_lists"", ""list_id"": ""brainerd2020_120::straight"", ""critical_item"": ""Straight"", ""role"": ""list_word"", ""position"": ""T1""}]"
berry,berry,1,1,list_word,False,True,"Roediger et al. (2001) 55-list DRM pool, augmented with uploaded 2024 supplementary workbook metrics",Roediger2001_55_15word_lists,,roediger2001_55::fruit,fruit,2.25285303097989,0.298,0.0,"[{""dataset"": ""Roediger2001_55_15word_lists"", ""list_id"": ""roediger2001_55::fruit"", ""critical_item"": ""fruit"", ""role"": ""list_word"", ""position"": ""T9""}]"
bic,bic,1,1,list_word,False,True,"Roediger et al. (2001) 55-list DRM pool, augmented with uploaded 2024 supplementary workbook metrics",Roediger2001_55_15word_lists,,roediger2001_55::pen,pen,1.0,0.372,0.0,"[{""dataset"": ""Roediger2001_55_15word_lists"", ""list_id"": ""roediger2001_55::pen"", ""critical_item"": ""pen"", ""role"": ""list_word"", ""position"": ""T7""}]"
big,big,1,1,list_word,False,True,"Roediger et al. (2001) 55-list DRM pool, augmented with uploaded 2024 supplementary workbook metrics",Roediger2001_55_15word_lists,,roediger2001_55::city,city,,0.0,0.025,"[{""dataset"": ""Roediger2001_55_15word_lists"", ""list_id"": ""roediger2001_55::city"", ""critical_item"": ""city"", ""role"": ""list_word"", ""position"": ""T11""}]"
bike,bike,1,1,list_word,False,True,"Roediger et al. (2001) 55-list DRM pool, augmented with uploaded 2024 supplementary workbook metrics",Roediger2001_55_15word_lists,,roediger2001_55::mountain,mountain,3.12090281761453,0.033,0.0,"[{""dataset"": ""Roediger2001_55_15word_lists"", ""list_id"": ""roediger2001_55::mountain"", ""critical_item"": ""mountain"", ""role"": ""list_word"", ""position"": ""T11""}]"
billows,billows,1,1,list_word,False,True,"Roediger et al. (2001) 55-list DRM pool, augmented with uploaded 2024 supplementary workbook metrics",Roediger2001_55_15word_lists,,roediger2001_55::smoke,smoke,0.778151250383644,0.061,0.0,"[{""dataset"": ""Roediger2001_55_15word_lists"", ""list_id"": ""roediger2001_55::smoke"", ""critical_item"": ""smoke"", ""role"": ""list_word"", ""position"": ""T4""}]"
bird,bird,1,1,list_word,False,True,"Roediger et al. (2001) 55-list DRM pool, augmented with uploaded 2024 supplementary workbook metrics",Roediger2001_55_15word_lists,,roediger2001_55::butterfly,butterfly,3.36530074863799,0.0,0.042,"[{""dataset"": ""Roediger2001_55_15word_lists"", ""list_id"": ""roediger2001_55::butterfly"", ""critical_item"": ""butterfly"", ""role"": ""list_word"", ""position"": ""T4""}]"
birthday,Birthday,1,1,list_word,False,True,"Brainerd, Chang, & Bialer (2020)",Brainerd2020_120_4word_lists,,brainerd2020_120::present,present,1.33,,,"[{""dataset"": ""Brainerd2020_120_4word_lists"", ""list_id"": ""brainerd2020_120::present"", ""critical_item"": ""Present"", ""role"": ""list_word"", ""position"": ""T2""}]"
bite,bite,1,1,list_word,False,True,"Roediger et al. (2001) 55-list DRM pool, augmented with uploaded 2024 supplementary workbook metrics",Roediger2001_55_15word_lists,,roediger2001_55::spider,spider,3.31827208021163,0.0,0.0,"[{""dataset"": ""Roediger2001_55_15word_lists"", ""list_id"": ""roediger2001_55::spider"", ""critical_item"": ""spider"", ""role"": ""list_word"", ""position"": ""T10""}]"
bitter,Bitter; bitter,3,2,critical_distractor; list_word,True,True,"Brainerd, Chang, & Bialer (2020); Roediger et al. (2001) 55-list DRM pool, augmented with uploaded 2024 supplementary workbook metrics",Brainerd2020_120_4word_lists; Roediger2001_55_15word_lists,roediger2001_55::bitter,brainerd2020_120::sweet; roediger2001_55::sweet,sweet,2.386741510930047,0.435,0.02,"[{""dataset"": ""Brainerd2020_120_4word_lists"", ""list_id"": ""brainerd2020_120::sweet"", ""critical_item"": ""Sweet"", ""role"": ""list_word"", ""position"": ""T4""}, {""dataset"": ""Roediger2001_55_15word_lists"", ""list_id"": ""roediger2001_55::bitter"", ""critical_item"": ""bitter"", ""role"": ""critical_distractor"", ""position"": ""CD""}, {""dataset"": ""Roediger2001_55_15word_lists"", ""list_id"": ""roediger2001_55::sweet"", ""critical_item"": ""sweet"", ""role"": ""list_word"", ""position"": ""T4""}]"
black,Black; black,3,2,critical_distractor; list_word,True,True,"Brainerd, Chang, & Bialer (2020); Roediger et al. (2001) 55-list DRM pool, augmented with uploaded 2024 supplementary workbook metrics",Brainerd2020_120_4word_lists; Roediger2001_55_15word_lists,brainerd2020_120::black; roediger2001_55::black,roediger2001_55::lamp,lamp,3.4518520467070335,0.0,0.0,"[{""dataset"": ""Brainerd2020_120_4word_lists"", ""list_id"": ""brainerd2020_120::black"", ""critical_item"": ""Black"", ""role"": ""critical_distractor"", ""position"": ""CD""}, {""dataset"": ""Roediger2001_55_15word_lists"", ""list_id"": ""roediger2001_55::black"", ""critical_item"": ""black"", ""role"": ""critical_distractor"", ""position"": ""CD""}, {""dataset"": ""Roediger2001_55_15word_lists"", ""list_id"": ""roediger2001_55::lamp"", ""critical_item"": ""lamp"", ""role"": ""list_word"", ""position"": ""T6""}]"
blanket,blanket,1,1,list_word,False,True,"Roediger et al. (2001) 55-list DRM pool, augmented with uploaded 2024 supplementary workbook metrics",Roediger2001_55_15word_lists,,roediger2001_55::sleep,sleep,2.82151352840477,0.024,0.0,"[{""dataset"": ""Roediger2001_55_15word_lists"", ""list_id"": ""roediger2001_55::sleep"", ""critical_item"": ""sleep"", ""role"": ""list_word"", ""position"": ""T8""}]"
blaze,blaze,1,1,list_word,False,True,"Roediger et al. (2001) 55-list DRM pool, augmented with uploaded 2024 supplementary workbook metrics",Roediger2001_55_15word_lists,,roediger2001_55::smoke,smoke,2.03342375548695,0.0,0.0,"[{""dataset"": ""Roediger2001_55_15word_lists"", ""list_id"": ""roediger2001_55::smoke"", ""critical_item"": ""smoke"", ""role"": ""list_word"", ""position"": ""T3""}]"
blessing,Blessing,1,1,list_word,False,True,"Brainerd, Chang, & Bialer (2020)",Brainerd2020_120_4word_lists,,brainerd2020_120::danger,danger,1.2,,,"[{""dataset"": ""Brainerd2020_120_4word_lists"", ""list_id"": ""brainerd2020_120::danger"", ""critical_item"": ""Danger"", ""role"": ""list_word"", ""position"": ""T3""}]"
blind,blind,1,1,list_word,False,True,"Roediger et al. (2001) 55-list DRM pool, augmented with uploaded 2024 supplementary workbook metrics",Roediger2001_55_15word_lists,,roediger2001_55::justice,justice,3.36884450682582,0.0,0.0,"[{""dataset"": ""Roediger2001_55_15word_lists"", ""list_id"": ""roediger2001_55::justice"", ""critical_item"": ""justice"", ""role"": ""list_word"", ""position"": ""T10""}]"
blocks,Blocks,1,1,list_word,False,True,"Brainerd, Chang, & Bialer (2020)",Brainerd2020_120_4word_lists,,brainerd2020_120::building,building,1.28,,,"[{""dataset"": ""Brainerd2020_120_4word_lists"", ""list_id"": ""brainerd2020_120::building"", ""critical_item"": ""Building"", ""role"": ""list_word"", ""position"": ""T2""}]"
blot,Blot,1,1,list_word,False,True,"Brainerd, Chang, & Bialer (2020)",Brainerd2020_120_4word_lists,,brainerd2020_120::pen,pen,0.58,,,"[{""dataset"": ""Brainerd2020_120_4word_lists"", ""list_id"": ""brainerd2020_120::pen"", ""critical_item"": ""Pen"", ""role"": ""list_word"", ""position"": ""T4""}]"
blouse,blouse,1,1,list_word,False,True,"Roediger et al. (2001) 55-list DRM pool, augmented with uploaded 2024 supplementary workbook metrics",Roediger2001_55_15word_lists,,roediger2001_55::shirt,shirt,2.43616264704076,0.647,0.135,"[{""dataset"": ""Roediger2001_55_15word_lists"", ""list_id"": ""roediger2001_55::shirt"", ""critical_item"": ""shirt"", ""role"": ""list_word"", ""position"": ""T1""}]"
blow,blow,1,1,list_word,False,True,"Roediger et al. (2001) 55-list DRM pool, augmented with uploaded 2024 supplementary workbook metrics",Roediger2001_55_15word_lists,,roediger2001_55::whistle,whistle,3.69696764074402,0.034,0.175,"[{""dataset"": ""Roediger2001_55_15word_lists"", ""list_id"": ""roediger2001_55::whistle"", ""critical_item"": ""whistle"", ""role"": ""list_word"", ""position"": ""T5""}]"
blue,blue,2,1,list_word,False,True,"Roediger et al. (2001) 55-list DRM pool, augmented with uploaded 2024 supplementary workbook metrics",Roediger2001_55_15word_lists,,roediger2001_55::black; roediger2001_55::carpet,black; carpet,3.71792002583699,0.014,0.0105,"[{""dataset"": ""Roediger2001_55_15word_lists"", ""list_id"": ""roediger2001_55::black"", ""critical_item"": ""black"", ""role"": ""list_word"", ""position"": ""T9""}, {""dataset"": ""Roediger2001_55_15word_lists"", ""list_id"": ""roediger2001_55::carpet"", ""critical_item"": ""carpet"", ""role"": ""list_word"", ""position"": ""T10""}]"
