candidate_index,candidate_id,canonical_feature_text,member_phrases,fixed_v3_1_b_cluster_id,fixed_v3_1_b_order,normalization_version,merge_review_status,fixed_v3_1_b_inventory_hash,source_words,source_prompt_families,source_models,source_rounds,source_ids,n_independent_responses,n_source_words,n_source_models,candidate_inventory_hash
134,v4_ad480380cb9b2046,comes in various sizes,"[""come in various sizes"", ""comes in various sizes""]",B_c65403129859,134,v4-proposition-exact-1,imported_locked_v3_1_b,316113ab46aea52cf5dc03d32c1d7d50d30658a7a42d56b6d5ba6043616cc55f,"[""accordion"", ""adjustable spanner"", ""airplane"", ""anvil"", ""axe"", ""bat"", ""bicycle"", ""boat"", ""bottle"", ""bow"", ""bowl"", ""bra"", ""can opener"", ""cap"", ""car"", ""cart"", ""chisel"", ""clamp"", ""clarinet"", ""colander"", ""cymbals"", ""drill"", ""drum"", ""dungarees"", ""electric kettle"", ""file"", ""filling knife"", ""fork"", ""fridge"", ""grater"", ""grinding disc"", ""hammer"", ""helicopter"", ""kettle"", ""kick scooter"", ""knife"", ""lawn mower"", ""level"", ""microwave oven"", ""mittens"", ""mixer"", ""motorbike"", ""mug"", ""nail"", ""nutcracker"", ""oilcan"", ""oven"", ""paint brush"", ""pan"", ""percolator"", ""pickaxe"", ""place mat"", ""plane"", ""plate"", ""plough"", ""pot"", ""recorder"", ""saw"", ""saxophone"", ""scales"", ""scissors"", ""scooter"", ""screwdriver"", ""shovel"", ""sieve"", ""skateboard"", ""sled"", ""snake"", ""spatula"", ""spider"", ""spoon"", ""stove"", ""tambourine"", ""toaster"", ""tongs"", ""tortoise"", ""towel"", ""tractor"", ""trailer"", ""trombone"", ""truck"", ""turtle"", ""vacuum cleaner"", ""van"", ""wheelbarrow"", ""whisk"", ""wire brush"", ""wok"", ""worm"", ""wrench""]","[""A"", ""B"", ""C"", ""first_to_mind"", ""perceptual_structural""]","[""Qwen2.5-72B-Instruct""]","[""0"", ""1""]","[""v3_1_qwen2_5_72b_round0"", ""v3_qwen2_5_72b_round0"", ""v4_qwen2_5_72b_round1""]",1950,90,1,316113ab46aea52cf5dc03d32c1d7d50d30658a7a42d56b6d5ba6043616cc55f
135,v4_fadb025bbf67fcdf,made of leather,"[""can be made of leather"", ""made of leather"", ""often made of leather""]",B_c72d96c14107,135,v4-proposition-exact-1,imported_locked_v3_1_b,316113ab46aea52cf5dc03d32c1d7d50d30658a7a42d56b6d5ba6043616cc55f,"[""belt"", ""boots"", ""shoes"", ""whip""]","[""A"", ""B"", ""C"", ""first_to_mind"", ""perceptual_structural""]","[""Qwen2.5-72B-Instruct""]","[""0"", ""1""]","[""v3_1_qwen2_5_72b_round0"", ""v3_qwen2_5_72b_round0"", ""v4_qwen2_5_72b_round1""]",185,4,1,316113ab46aea52cf5dc03d32c1d7d50d30658a7a42d56b6d5ba6043616cc55f
136,v4_c49769acd171b273,handle for gripping,"[""handle for gripping"", ""has a handle for grip"", ""has a handle for gripping"", ""has handles for gripping""]",B_c897c8a49b14,136,v4-proposition-exact-1,imported_locked_v3_1_b,316113ab46aea52cf5dc03d32c1d7d50d30658a7a42d56b6d5ba6043616cc55f,"[""adjustable spanner"", ""can opener"", ""cart"", ""chisel"", ""club"", ""dagger"", ""drill"", ""file"", ""filling knife"", ""fork"", ""grater"", ""knife"", ""paint brush"", ""pan"", ""plough"", ""pot"", ""saw"", ""scissors"", ""screwdriver"", ""shovel"", ""spatula"", ""spoon"", ""whip"", ""whisk"", ""wire brush"", ""wrench""]","[""A"", ""B"", ""C"", ""first_to_mind"", ""perceptual_structural""]","[""Qwen2.5-72B-Instruct""]","[""0"", ""1""]","[""v3_1_qwen2_5_72b_round0"", ""v3_qwen2_5_72b_round0"", ""v4_qwen2_5_72b_round1""]",391,26,1,316113ab46aea52cf5dc03d32c1d7d50d30658a7a42d56b6d5ba6043616cc55f
137,v4_72b9f3c0a13d0ce2,can be dangerous,"[""can be dangerous"", ""dangerous"", ""is dangerous""]",B_c89eec86f8da,137,v4-proposition-exact-1,imported_locked_v3_1_b,316113ab46aea52cf5dc03d32c1d7d50d30658a7a42d56b6d5ba6043616cc55f,"[""chisel"", ""cobra"", ""grenade"", ""grinding disc"", ""knife"", ""lawn mower"", ""machine gun"", ""motorbike"", ""pistol"", ""rhinoceros"", ""saw"", ""scissors"", ""viper""]","[""A"", ""B"", ""C"", ""first_to_mind""]","[""Qwen2.5-72B-Instruct""]","[""0"", ""1""]","[""v3_1_qwen2_5_72b_round0"", ""v3_qwen2_5_72b_round0"", ""v4_qwen2_5_72b_round1""]",83,13,1,316113ab46aea52cf5dc03d32c1d7d50d30658a7a42d56b6d5ba6043616cc55f
138,v4_0d98b3845752f4f7,made of metal or plastic,"[""can be made of metal or plastic"", ""can be made of plastic or metal"", ""made of metal or plastic"", ""often made of metal or plastic"", ""usually made of metal or plastic""]",B_c93347bc4517,138,v4-proposition-exact-1,imported_locked_v3_1_b,316113ab46aea52cf5dc03d32c1d7d50d30658a7a42d56b6d5ba6043616cc55f,"[""can opener"", ""cart"", ""clamp"", ""colander"", ""electric kettle"", ""file"", ""filling knife"", ""go-cart"", ""grater"", ""grenade"", ""harmonica"", ""knife"", ""level"", ""mixer"", ""scales"", ""scissors"", ""scooter"", ""screwdriver"", ""shovel"", ""sieve"", ""spatula"", ""spoon"", ""tank"", ""teaspoon"", ""toaster"", ""wheelbarrow"", ""whisk""]","[""A"", ""B"", ""C"", ""first_to_mind"", ""functional_affordance"", ""less_obvious_general"", ""perceptual_structural""]","[""Qwen2.5-72B-Instruct""]","[""0"", ""1""]","[""v3_1_qwen2_5_72b_round0"", ""v3_qwen2_5_72b_round0"", ""v4_qwen2_5_72b_round1""]",854,27,1,316113ab46aea52cf5dc03d32c1d7d50d30658a7a42d56b6d5ba6043616cc55f
139,v4_a4cff25cdd27d3c4,comfortable,"[""can be comfortable"", ""comfortable"", ""used for comfort""]",B_ca983b347ba1,139,v4-proposition-exact-1,imported_locked_v3_1_b,316113ab46aea52cf5dc03d32c1d7d50d30658a7a42d56b6d5ba6043616cc55f,"[""beanie"", ""bra"", ""dungarees"", ""jeans"", ""pyjamas"", ""shoes"", ""socks"", ""sweater""]","[""A"", ""B"", ""C"", ""first_to_mind""]","[""Qwen2.5-72B-Instruct""]","[""0"", ""1""]","[""v3_1_qwen2_5_72b_round0"", ""v3_qwen2_5_72b_round0"", ""v4_qwen2_5_72b_round1""]",48,8,1,316113ab46aea52cf5dc03d32c1d7d50d30658a7a42d56b6d5ba6043616cc55f
140,v4_dd0631f5861da894,sharp claws,"[""has sharp claws"", ""sharp claws""]",B_caf60a7e51e9,140,v4-proposition-exact-1,imported_locked_v3_1_b,316113ab46aea52cf5dc03d32c1d7d50d30658a7a42d56b6d5ba6043616cc55f,"[""bat"", ""cat"", ""crow"", ""fox"", ""iguana"", ""kangaroo"", ""lion"", ""monitor lizard"", ""mouse"", ""polar bear"", ""squirrel"", ""tiger""]","[""A"", ""B"", ""C"", ""first_to_mind"", ""perceptual_structural""]","[""Qwen2.5-72B-Instruct""]","[""0"", ""1""]","[""v3_1_qwen2_5_72b_round0"", ""v3_qwen2_5_72b_round0"", ""v4_qwen2_5_72b_round1""]",351,12,1,316113ab46aea52cf5dc03d32c1d7d50d30658a7a42d56b6d5ba6043616cc55f
141,v4_9ed4faffebeb7003,small fish,"[""small fish""]",B_cc8b2070e9b6,141,v4-proposition-exact-1,imported_locked_v3_1_b,316113ab46aea52cf5dc03d32c1d7d50d30658a7a42d56b6d5ba6043616cc55f,"[""anchovy"", ""herring"", ""piranha"", ""sardine"", ""stickleback""]","[""A"", ""B"", ""C"", ""first_to_mind"", ""perceptual_structural""]","[""Qwen2.5-72B-Instruct""]","[""0"", ""1""]","[""v3_1_qwen2_5_72b_round0"", ""v3_qwen2_5_72b_round0"", ""v4_qwen2_5_72b_round1""]",283,5,1,316113ab46aea52cf5dc03d32c1d7d50d30658a7a42d56b6d5ba6043616cc55f
142,v4_dd4b9e24286fcd6e,lives in water and on land,"[""lives in water and on land"", ""lives on land and in water""]",B_cd3381a09499,142,v4-proposition-exact-1,imported_locked_v3_1_b,316113ab46aea52cf5dc03d32c1d7d50d30658a7a42d56b6d5ba6043616cc55f,"[""alligator"", ""beaver"", ""caiman"", ""crocodile"", ""frog"", ""salamander"", ""toad"", ""turtle""]","[""A"", ""B"", ""C"", ""first_to_mind""]","[""Qwen2.5-72B-Instruct""]","[""0"", ""1""]","[""v3_1_qwen2_5_72b_round0"", ""v3_qwen2_5_72b_round0"", ""v4_qwen2_5_72b_round1""]",250,8,1,316113ab46aea52cf5dc03d32c1d7d50d30658a7a42d56b6d5ba6043616cc55f
143,v4_3df52eaaf8f4ddfe,used for transportation,"[""can be used for transport"", ""can be used for transportation"", ""is used for transport"", ""used for transport"", ""used for transportation""]",B_cd576f2db267,143,v4-proposition-exact-1,imported_locked_v3_1_b,316113ab46aea52cf5dc03d32c1d7d50d30658a7a42d56b6d5ba6043616cc55f,"[""airplane"", ""bicycle"", ""boat"", ""car"", ""carriage"", ""cart"", ""donkey"", ""dromedary"", ""helicopter"", ""hovercraft"", ""kick scooter"", ""llama"", ""motorbike"", ""motorcycle"", ""plane"", ""scooter"", ""skateboard"", ""sled"", ""taxi"", ""trailer"", ""train"", ""truck"", ""van"", ""zeppelin""]","[""A"", ""B"", ""C"", ""first_to_mind""]","[""Qwen2.5-72B-Instruct""]","[""0"", ""1""]","[""v3_1_qwen2_5_72b_round0"", ""v3_qwen2_5_72b_round0"", ""v4_qwen2_5_72b_round1""]",970,24,1,316113ab46aea52cf5dc03d32c1d7d50d30658a7a42d56b6d5ba6043616cc55f
144,v4_5b044c12c4c90b82,can be made of wool,"[""can be made of wool"", ""made of wool"", ""often made of wool"", ""usually made of wool""]",B_d00286c17f47,144,v4-proposition-exact-1,imported_locked_v3_1_b,316113ab46aea52cf5dc03d32c1d7d50d30658a7a42d56b6d5ba6043616cc55f,"[""beanie"", ""coat"", ""hat"", ""mittens"", ""pullover"", ""scarf"", ""suit"", ""sweater""]","[""A"", ""B"", ""C"", ""first_to_mind""]","[""Qwen2.5-72B-Instruct""]","[""0"", ""1""]","[""v3_1_qwen2_5_72b_round0"", ""v3_qwen2_5_72b_round0"", ""v4_qwen2_5_72b_round1""]",232,8,1,316113ab46aea52cf5dc03d32c1d7d50d30658a7a42d56b6d5ba6043616cc55f
145,v4_b19526ab0f363089,can be long or short,"[""can be long or short""]",B_d1a3f392879b,145,v4-proposition-exact-1,imported_locked_v3_1_b,316113ab46aea52cf5dc03d32c1d7d50d30658a7a42d56b6d5ba6043616cc55f,"[""bow"", ""coat"", ""dress"", ""hammer"", ""level"", ""pants"", ""rope"", ""scarf"", ""skirt"", ""tie"", ""tongs"", ""train""]","[""A"", ""B"", ""C"", ""first_to_mind"", ""perceptual_structural""]","[""Qwen2.5-72B-Instruct""]","[""0"", ""1""]","[""v3_1_qwen2_5_72b_round0"", ""v3_qwen2_5_72b_round0"", ""v4_qwen2_5_72b_round1""]",187,12,1,316113ab46aea52cf5dc03d32c1d7d50d30658a7a42d56b6d5ba6043616cc55f
146,v4_3e540784597ca873,moves quickly,"[""can move quickly"", ""move quickly"", ""moves quickly""]",B_d37069aeec9b,146,v4-proposition-exact-1,imported_locked_v3_1_b,316113ab46aea52cf5dc03d32c1d7d50d30658a7a42d56b6d5ba6043616cc55f,"[""ant"", ""centipede"", ""cockroach"", ""dragonfly"", ""earwig"", ""eel"", ""flee"", ""fly"", ""horsefly"", ""hovercraft"", ""lizard"", ""louse"", ""mouse"", ""spider"", ""wood louse""]","[""A"", ""B"", ""C"", ""first_to_mind"", ""perceptual_structural""]","[""Qwen2.5-72B-Instruct""]","[""0"", ""1""]","[""v3_1_qwen2_5_72b_round0"", ""v3_qwen2_5_72b_round0"", ""v4_qwen2_5_72b_round1""]",334,15,1,316113ab46aea52cf5dc03d32c1d7d50d30658a7a42d56b6d5ba6043616cc55f
147,v4_96e2c1bb0d07d452,nocturnal,"[""is nocturnal"", ""nocturnal"", ""often nocturnal"", ""usually nocturnal""]",B_d4338bc6c5ce,147,v4-proposition-exact-1,imported_locked_v3_1_b,316113ab46aea52cf5dc03d32c1d7d50d30658a7a42d56b6d5ba6043616cc55f,"[""alligator"", ""bat"", ""beaver"", ""blindworm"", ""boa"", ""caiman"", ""centipede"", ""cockroach"", ""cricket"", ""deer"", ""earwig"", ""eel"", ""fox"", ""gecko"", ""hamster"", ""hedgehog"", ""heron"", ""moth"", ""mouse"", ""owl"", ""rabbit"", ""salamander"", ""toad"", ""viper"", ""wolf"", ""wood louse"", ""worm""]","[""A"", ""B"", ""C"", ""first_to_mind""]","[""Qwen2.5-72B-Instruct""]","[""0"", ""1""]","[""v3_1_qwen2_5_72b_round0"", ""v3_qwen2_5_72b_round0"", ""v4_qwen2_5_72b_round1""]",603,27,1,316113ab46aea52cf5dc03d32c1d7d50d30658a7a42d56b6d5ba6043616cc55f
148,v4_d468a2e934ea45f5,eats insects,"[""eats insects""]",B_d6706a01302c,148,v4-proposition-exact-1,imported_locked_v3_1_b,316113ab46aea52cf5dc03d32c1d7d50d30658a7a42d56b6d5ba6043616cc55f,"[""bat"", ""blackbird"", ""blindworm"", ""centipede"", ""chameleon"", ""dragonfly"", ""duck"", ""frog"", ""gecko"", ""hedgehog"", ""lizard"", ""peacock"", ""salamander"", ""spider"", ""swallow"", ""toad"", ""trout"", ""wasp"", ""woodpecker""]","[""A"", ""B"", ""C"", ""first_to_mind""]","[""Qwen2.5-72B-Instruct""]","[""0"", ""1""]","[""v3_1_qwen2_5_72b_round0"", ""v3_qwen2_5_72b_round0"", ""v4_qwen2_5_72b_round1""]",746,19,1,316113ab46aea52cf5dc03d32c1d7d50d30658a7a42d56b6d5ba6043616cc55f
149,v4_fa244b131ac9b161,lives in trees,"[""lives in trees""]",B_d6824e059556,149,v4-proposition-exact-1,imported_locked_v3_1_b,316113ab46aea52cf5dc03d32c1d7d50d30658a7a42d56b6d5ba6043616cc55f,"[""blackbird"", ""boa"", ""chameleon"", ""crow"", ""iguana"", ""monkey"", ""owl"", ""parrot"", ""sparrow"", ""squirrel"", ""woodpecker""]","[""A"", ""B"", ""C"", ""first_to_mind""]","[""Qwen2.5-72B-Instruct""]","[""0"", ""1""]","[""v3_1_qwen2_5_72b_round0"", ""v3_qwen2_5_72b_round0"", ""v4_qwen2_5_72b_round1""]",183,11,1,316113ab46aea52cf5dc03d32c1d7d50d30658a7a42d56b6d5ba6043616cc55f
150,v4_a9cbff70a09ce117,used in cooking and baking,"[""used in baking and cooking"", ""used in cooking and baking""]",B_d78ed6be683d,150,v4-proposition-exact-1,imported_locked_v3_1_b,316113ab46aea52cf5dc03d32c1d7d50d30658a7a42d56b6d5ba6043616cc55f,"[""apron"", ""bowl"", ""filling knife"", ""grater"", ""mixer"", ""nutcracker"", ""scales"", ""sieve"", ""sole"", ""spatula"", ""spoon"", ""teaspoon"", ""whisk""]","[""A"", ""B"", ""C"", ""first_to_mind"", ""functional_affordance""]","[""Qwen2.5-72B-Instruct""]","[""0"", ""1""]","[""v3_1_qwen2_5_72b_round0"", ""v3_qwen2_5_72b_round0"", ""v4_qwen2_5_72b_round1""]",500,13,1,316113ab46aea52cf5dc03d32c1d7d50d30658a7a42d56b6d5ba6043616cc55f
151,v4_12a61447d0a38145,comes in different sizes,"[""come in different sizes"", ""comes in different sizes""]",B_da4412493317,151,v4-proposition-exact-1,imported_locked_v3_1_b,316113ab46aea52cf5dc03d32c1d7d50d30658a7a42d56b6d5ba6043616cc55f,"[""accordion"", ""adjustable spanner"", ""axe"", ""bat"", ""bicycle"", ""boat"", ""bottle"", ""bow"", ""bowl"", ""bra"", ""can opener"", ""canon"", ""cart"", ""chameleon"", ""chisel"", ""clamp"", ""clarinet"", ""colander"", ""crowbar"", ""cymbals"", ""drill"", ""drum"", ""electric kettle"", ""file"", ""filling knife"", ""fork"", ""fridge"", ""grater"", ""grinding disc"", ""hammer"", ""harp"", ""hat"", ""helicopter"", ""kettle"", ""knife"", ""lawn mower"", ""level"", ""mug"", ""nail"", ""nutcracker"", ""oilcan"", ""oven"", ""paint brush"", ""pan"", ""panties"", ""percolator"", ""pickaxe"", ""place mat"", ""plane"", ""plate"", ""pot"", ""recorder"", ""saw"", ""saxophone"", ""scales"", ""scissors"", ""screwdriver"", ""shoes"", ""shovel"", ""sieve"", ""skateboard"", ""sled"", ""spatula"", ""spoon"", ""stove"", ""tambourine"", ""toaster"", ""tongs"", ""towel"", ""tractor"", ""trailer"", ""trombone"", ""truck"", ""trumpet"", ""vacuum cleaner"", ""van"", ""violin"", ""wheelbarrow"", ""whisk"", ""wire brush"", ""wok"", ""wrench""]","[""A"", ""B"", ""C"", ""first_to_mind"", ""perceptual_structural""]","[""Qwen2.5-72B-Instruct""]","[""0"", ""1""]","[""v3_1_qwen2_5_72b_round0"", ""v3_qwen2_5_72b_round0"", ""v4_qwen2_5_72b_round1""]",1556,82,1,316113ab46aea52cf5dc03d32c1d7d50d30658a7a42d56b6d5ba6043616cc55f
152,v4_c12577870b8212c5,can have pockets,"[""can have pockets"", ""has pockets"", ""have pockets"", ""pockets""]",B_dd1e5175d65d,152,v4-proposition-exact-1,imported_locked_v3_1_b,316113ab46aea52cf5dc03d32c1d7d50d30658a7a42d56b6d5ba6043616cc55f,"[""apron"", ""blouse"", ""coat"", ""dungarees"", ""jeans"", ""pants"", ""shirt"", ""shorts"", ""skirt"", ""suit"", ""tracksuit""]","[""A"", ""B"", ""C"", ""first_to_mind"", ""perceptual_structural""]","[""Qwen2.5-72B-Instruct""]","[""0"", ""1""]","[""v3_1_qwen2_5_72b_round0"", ""v3_qwen2_5_72b_round0"", ""v4_qwen2_5_72b_round1""]",318,11,1,316113ab46aea52cf5dc03d32c1d7d50d30658a7a42d56b6d5ba6043616cc55f
153,v4_dca99e20786e5f40,comes in various styles,"[""come in various styles"", ""comes in various styles""]",B_e5de5f365a1e,153,v4-proposition-exact-1,imported_locked_v3_1_b,316113ab46aea52cf5dc03d32c1d7d50d30658a7a42d56b6d5ba6043616cc55f,"[""apron"", ""bathing suit"", ""belt"", ""boots"", ""bra"", ""cap"", ""coat"", ""dress"", ""dungarees"", ""hat"", ""jeans"", ""motorcycle"", ""panties"", ""pants"", ""pyjamas"", ""shoes"", ""shorts"", ""skirt"", ""stove"", ""sweater""]","[""A"", ""B"", ""C"", ""first_to_mind""]","[""Qwen2.5-72B-Instruct""]","[""0"", ""1""]","[""v3_1_qwen2_5_72b_round0"", ""v3_qwen2_5_72b_round0"", ""v4_qwen2_5_72b_round1""]",305,20,1,316113ab46aea52cf5dc03d32c1d7d50d30658a7a42d56b6d5ba6043616cc55f
154,v4_978356ffcea44836,can run fast,"[""can run fast"", ""runs fast""]",B_e66783414765,154,v4-proposition-exact-1,imported_locked_v3_1_b,316113ab46aea52cf5dc03d32c1d7d50d30658a7a42d56b6d5ba6043616cc55f,"[""bison"", ""chicken"", ""deer"", ""dog"", ""giraffe"", ""lion"", ""ostrich"", ""pig"", ""rhinoceros"", ""squirrel"", ""turkey"", ""wolf"", ""zebra""]","[""A"", ""B"", ""C"", ""first_to_mind""]","[""Qwen2.5-72B-Instruct""]","[""0"", ""1""]","[""v3_1_qwen2_5_72b_round0"", ""v3_qwen2_5_72b_round0"", ""v4_qwen2_5_72b_round1""]",274,13,1,316113ab46aea52cf5dc03d32c1d7d50d30658a7a42d56b6d5ba6043616cc55f
155,v4_0d597cc7faa6fa45,can be a pest,"[""can be a pest"", ""can be pests""]",B_e8be49360af1,155,v4-proposition-exact-1,imported_locked_v3_1_b,316113ab46aea52cf5dc03d32c1d7d50d30658a7a42d56b6d5ba6043616cc55f,"[""beetle"", ""caterpillar"", ""earwig"", ""fly"", ""fruit fly"", ""grasshopper"", ""maybug"", ""moth"", ""mouse""]","[""A"", ""B"", ""C"", ""first_to_mind""]","[""Qwen2.5-72B-Instruct""]","[""0"", ""1""]","[""v3_1_qwen2_5_72b_round0"", ""v3_qwen2_5_72b_round0"", ""v4_qwen2_5_72b_round1""]",109,9,1,316113ab46aea52cf5dc03d32c1d7d50d30658a7a42d56b6d5ba6043616cc55f
156,v4_628717668bb4c723,made of wood or metal,"[""can be made of wood or metal"", ""made of metal or wood"", ""made of wood or metal""]",B_ea94ba888726,156,v4-proposition-exact-1,imported_locked_v3_1_b,316113ab46aea52cf5dc03d32c1d7d50d30658a7a42d56b6d5ba6043616cc55f,"[""bat"", ""boat"", ""carriage"", ""cart"", ""club"", ""drum"", ""flute"", ""level"", ""nutcracker"", ""plough"", ""shield"", ""shovel"", ""sled"", ""spear"", ""tongs""]","[""A"", ""B"", ""C"", ""first_to_mind"", ""perceptual_structural""]","[""Qwen2.5-72B-Instruct""]","[""0"", ""1""]","[""v3_1_qwen2_5_72b_round0"", ""v3_qwen2_5_72b_round0"", ""v4_qwen2_5_72b_round1""]",312,15,1,316113ab46aea52cf5dc03d32c1d7d50d30658a7a42d56b6d5ba6043616cc55f
157,v4_936c59135e5fa50a,holds liquid,"[""can hold liquid"", ""can hold liquids"", ""holds liquid"", ""holds liquids""]",B_ec7643ae7546,157,v4-proposition-exact-1,imported_locked_v3_1_b,316113ab46aea52cf5dc03d32c1d7d50d30658a7a42d56b6d5ba6043616cc55f,"[""bottle"", ""glass"", ""kettle"", ""mug"", ""oilcan"", ""pot"", ""spoon""]","[""A"", ""B"", ""C"", ""first_to_mind"", ""perceptual_structural""]","[""Qwen2.5-72B-Instruct""]","[""0"", ""1""]","[""v3_1_qwen2_5_72b_round0"", ""v3_qwen2_5_72b_round0"", ""v4_qwen2_5_72b_round1""]",344,7,1,316113ab46aea52cf5dc03d32c1d7d50d30658a7a42d56b6d5ba6043616cc55f
158,v4_788602877aa76e58,powerful,"[""can be powered"", ""powerful""]",B_ec88041b153e,158,v4-proposition-exact-1,imported_locked_v3_1_b,316113ab46aea52cf5dc03d32c1d7d50d30658a7a42d56b6d5ba6043616cc55f,"[""bison"", ""dinosaur"", ""lion"", ""python"", ""rhinoceros"", ""saw"", ""screwdriver"", ""tiger""]","[""B"", ""C"", ""first_to_mind""]","[""Qwen2.5-72B-Instruct""]","[""0"", ""1""]","[""v3_1_qwen2_5_72b_round0"", ""v3_qwen2_5_72b_round0"", ""v4_qwen2_5_72b_round1""]",36,8,1,316113ab46aea52cf5dc03d32c1d7d50d30658a7a42d56b6d5ba6043616cc55f
159,v4_7492ad2457b00066,can be a weapon,"[""a weapon"", ""can be a weapon""]",B_ed47f1f15e5e,159,v4-proposition-exact-1,imported_locked_v3_1_b,316113ab46aea52cf5dc03d32c1d7d50d30658a7a42d56b6d5ba6043616cc55f,"[""axe"", ""bat"", ""bow"", ""club"", ""crowbar"", ""hammer"", ""knife"", ""pickaxe"", ""whip""]","[""A"", ""B"", ""C"", ""first_to_mind""]","[""Qwen2.5-72B-Instruct""]","[""0"", ""1""]","[""v3_1_qwen2_5_72b_round0"", ""v3_qwen2_5_72b_round0"", ""v4_qwen2_5_72b_round1""]",203,9,1,316113ab46aea52cf5dc03d32c1d7d50d30658a7a42d56b6d5ba6043616cc55f
160,v4_5f79d7e6eed55199,reptile,"[""is a reptile"", ""reptile""]",B_edea135eac5d,160,v4-proposition-exact-1,imported_locked_v3_1_b,316113ab46aea52cf5dc03d32c1d7d50d30658a7a42d56b6d5ba6043616cc55f,"[""alligator"", ""caiman"", ""chameleon"", ""cobra"", ""crocodile"", ""gecko"", ""iguana"", ""lizard"", ""monitor lizard"", ""python"", ""snake"", ""tortoise"", ""turtle"", ""viper""]","[""A"", ""B"", ""C"", ""first_to_mind""]","[""Qwen2.5-72B-Instruct""]","[""0"", ""1""]","[""v3_1_qwen2_5_72b_round0"", ""v3_qwen2_5_72b_round0"", ""v4_qwen2_5_72b_round1""]",438,14,1,316113ab46aea52cf5dc03d32c1d7d50d30658a7a42d56b6d5ba6043616cc55f
161,v4_82decbf4063421eb,various sizes,"[""various sizes""]",B_f042ea91282c,161,v4-proposition-exact-1,imported_locked_v3_1_b,316113ab46aea52cf5dc03d32c1d7d50d30658a7a42d56b6d5ba6043616cc55f,"[""axe"", ""bottle"", ""bowl"", ""carp"", ""cart"", ""chisel"", ""clamp"", ""club"", ""colander"", ""cymbals"", ""dinosaur"", ""file"", ""filling knife"", ""fork"", ""grinding disc"", ""harpsichord"", ""knife"", ""monkey"", ""moth"", ""mug"", ""nail"", ""pan"", ""pickaxe"", ""plate"", ""saw"", ""scales"", ""scissors"", ""screwdriver"", ""shovel"", ""sieve"", ""snake"", ""spatula"", ""spider"", ""taxi"", ""tongs"", ""trailer"", ""van"", ""whisk"", ""wrench""]","[""A"", ""B"", ""C"", ""first_to_mind"", ""perceptual_structural""]","[""Qwen2.5-72B-Instruct""]","[""0"", ""1""]","[""v3_1_qwen2_5_72b_round0"", ""v3_qwen2_5_72b_round0"", ""v4_qwen2_5_72b_round1""]",204,39,1,316113ab46aea52cf5dc03d32c1d7d50d30658a7a42d56b6d5ba6043616cc55f
162,v4_fedf2a53492e88b5,used for self-defense,"[""can be used for self-defense"", ""used for self-defense""]",B_f0a3975adaff,162,v4-proposition-exact-1,imported_locked_v3_1_b,316113ab46aea52cf5dc03d32c1d7d50d30658a7a42d56b6d5ba6043616cc55f,"[""axe"", ""belt"", ""bow"", ""club"", ""dagger"", ""double barrelled shotgun"", ""grenade"", ""knife"", ""knuckle dusters"", ""pickaxe"", ""pike"", ""pistol"", ""rifle"", ""slingshot"", ""spear"", ""whip"", ""wrench""]","[""A"", ""B"", ""C"", ""first_to_mind"", ""functional_affordance"", ""less_obvious_general""]","[""Qwen2.5-72B-Instruct""]","[""0"", ""1""]","[""v3_1_qwen2_5_72b_round0"", ""v3_qwen2_5_72b_round0"", ""v4_qwen2_5_72b_round1""]",154,17,1,316113ab46aea52cf5dc03d32c1d7d50d30658a7a42d56b6d5ba6043616cc55f
163,v4_8688b80b77a7f8f3,comfortable to wear,"[""comfortable to wear""]",B_f3868a390fbf,163,v4-proposition-exact-1,imported_locked_v3_1_b,316113ab46aea52cf5dc03d32c1d7d50d30658a7a42d56b6d5ba6043616cc55f,"[""beanie"", ""dungarees"", ""jeans"", ""panties"", ""pullover"", ""pyjamas"", ""sweater"", ""t-shirt"", ""tracksuit""]","[""A"", ""B"", ""C""]","[""Qwen2.5-72B-Instruct""]","[""0""]","[""v3_1_qwen2_5_72b_round0"", ""v3_qwen2_5_72b_round0""]",129,9,1,316113ab46aea52cf5dc03d32c1d7d50d30658a7a42d56b6d5ba6043616cc55f
164,v4_5eefe6c0e3e874e6,some species are endangered,"[""is endangered in some species"", ""some species are endangered""]",B_f4b6c3fac41b,164,v4-proposition-exact-1,imported_locked_v3_1_b,316113ab46aea52cf5dc03d32c1d7d50d30658a7a42d56b6d5ba6043616cc55f,"[""bee"", ""beetle"", ""butterfly"", ""chameleon"", ""eagle"", ""eel"", ""falcon"", ""frog"", ""lizard"", ""monitor lizard"", ""monkey"", ""moth"", ""owl"", ""parrot"", ""python"", ""shark"", ""snake"", ""stickleback"", ""turtle"", ""viper"", ""whale"", ""woodpecker"", ""zebra""]","[""A"", ""B"", ""C""]","[""Qwen2.5-72B-Instruct""]","[""0""]","[""v3_1_qwen2_5_72b_round0"", ""v3_qwen2_5_72b_round0""]",258,23,1,316113ab46aea52cf5dc03d32c1d7d50d30658a7a42d56b6d5ba6043616cc55f
