candidate_id,canonical_feature_text,human_feature,human_feature_retained,mapping_method
v4_a8486b46ddf845d4,a bicycle is a form of personal mobility,,False,
v4_0dbc00159d6e4442,a bicycle is a human-powered vehicle,,False,
v4_47e6c7de024dbef6,a bicycle is a human-powered vehicle with two wheels,,False,
v4_b90af3a270f40baf,a bicycle is a subset of non-motorized vehicles,,False,
v4_1e53f177383558c1,a bicycle is a two-wheeled vehicle propelled by pedals,,False,
v4_a149e11c4d3bafa8,a bicycle is a type of cycle,,False,
v4_30794c45c73928c6,a bicycle is a type of land vehicle,,False,
v4_9f6c2b34bacde166,a bicycle is designed for use by a single rider,,False,
v4_907381524aa32169,a bicycle is designed to be propelled by the rider's legs,,False,
v4_f128d0a93af6a626,a bicycle may have gears to assist with pedaling,,False,
v4_1c86e913d88d48ac,a bicycle may have hand brakes for stopping,,False,
v4_f31b16c3732f99e2,"a bicycle may have various frame styles, such as road or mountain",,False,
v4_1e10b052024bf7ed,a bicycle often has a chain-driven rear wheel,,False,
v4_8586de6f8e5ebcaf,a bicycle often has a frame made of metal or carbon fiber,,False,
v4_499e1162d9358f41,a bicycle often has a simple frame and handlebars for steering,,False,
v4_f5faf75b6eba319f,a bicycle often includes brakes for stopping,,False,
v4_06acc5809a6d6ec5,a bicycle often includes safety features like brakes and lights,,False,
v4_99cd77e4396b8ce4,a bicycle typically includes pedals and a chain drive,,False,
v4_c9f6cb1dfd149c4f,a bicycle typically includes pedals for propulsion,,False,
v4_545e44e02607f6f7,a bicycle usually has a saddle for the rider,,False,
v4_2a827f68d8f5bea3,a bicycle usually has handlebars for steering,,False,
v4_31479a9150c7ec2d,a bird can build a nest for laying eggs,,False,
v4_653d084b6a0e37db,a bird can build nests using mud and other materials,,False,
v4_e22975f7536b992c,a bird can catch insects in mid-air,,False,
v4_46a0a7906ab224ce,a bird can dive into water to catch fish,,False,
v4_a8e48cda26096d7d,a bird can drink water from various sources,,False,
v4_911063651820e770,a bird can fly using its wings,,False,
v4_dd31632d25b1d112,a bird can incubate eggs to hatch offspring,,False,
v4_7e7d56aa1f479048,a bird can migrate over long distances,,False,
v4_515e778f61277d97,a bird can perch on branches or wires,,False,
v4_fc71a39a97502257,a bird can preen its feathers to stay clean,,False,
v4_e950d0b797030a99,a bird can protect its territory from other birds,,False,
v4_8168f794ee0ebefe,a bird can roost to rest and sleep,,False,
v4_9b8b6d96fa05d4ac,a bird can sing songs to communicate,,False,
v4_f780436a74abc96f,a bird can swallow seeds whole,,False,
v4_a6275157718f1d6c,a bird can swallow small fish whole while flying,,False,
v4_2807a1447b4226e9,a bird can swallow small insects while flying,,False,
v4_423a40ce6b08606b,a bird can swallow small prey whole,,False,
v4_a656eeeff0847f8a,a bird can use a swallow to catch insects in flight,,False,
v4_952ef2fabb0a05e0,a bird can use its wings to fly and catch insects,,False,
v4_5da2809425555c22,"a blindworm is a legless lizard, often mistaken for a snake",,False,
v4_9c853324745cb1bf,a blouse can be accessorized with a belt,,False,
v4_750b56b61fa6949b,a blouse can be accessorized with jewelry,,False,
v4_3d7bcf4da66ff856,a blouse can be accessorized with jewelry or a scarf,,False,
v4_70609359a21041e2,a blouse can be adjusted at the cuffs or collar,,False,
v4_27cef820f4808c62,a blouse can be adjusted at the cuffs or collar for a personalized fit,,False,
v4_1f085c33d967f9ba,a blouse can be adjusted for fit using buttons or ties,,False,
v4_94cb910c6518e149,a blouse can be adjusted with buttons or ties,,False,
v4_3dded06aad5d8195,a blouse can be adorned with accessories like brooches,,False,
v4_f1f98689c28a0969,a blouse can be adorned with accessories like pins or brooches,,False,
v4_0226132fd33a702f,a blouse can be buttoned up,,False,
v4_fca7d1b956ab8211,a blouse can be buttoned up or down,,False,
v4_51052b944bf536f8,a blouse can be changed to suit different occasions,,False,
v4_9517978a9b2c168d,a blouse can be decorated with embroidery or lace,,False,
v4_fec2df8c09128735,a blouse can be dressed up or down for different occasions,,False,
v4_dff40c9f4512ae0b,a blouse can be fastened with buttons or a zipper,,False,
v4_54572a6e6f913b87,a blouse can be folded and stored in a drawer,,False,
v4_c4b012f56116068c,a blouse can be folded or hung,,False,
v4_94acdaaa9c33071b,a blouse can be formal or casual,,False,
v4_43238e1c7e31f67a,a blouse can be given as a gift,,False,
v4_b5e331655752d0ee,a blouse can be hung on a hanger to prevent wrinkles,,False,
v4_0008c1e51e7d467e,a blouse can be hung to dry or stored,,False,
v4_e77ddd212a589e3d,a blouse can be ironed to remove wrinkles,,False,
v4_525304a9f2f5beda,a blouse can be layered under a jacket,,False,
v4_fad876d3b3737eee,a blouse can be layered under a jacket or cardigan,,False,
v4_8e9c9283536366a2,a blouse can be layered under a jacket or sweater,,False,
v4_3e37c7c30b1ee61f,a blouse can be machine washed and dried,,False,
v4_2f24786a3536701e,a blouse can be made from various fabrics like cotton or silk,,False,
v4_51e43201ccd3526e,a blouse can be part of a uniform,,False,
v4_06cb81e41b9e146e,a blouse can be purchased in various colors and patterns,,False,
v4_f95ba14fae04da97,a blouse can be styled in multiple ways to create different looks,,False,
v4_4e15969cdad7eeee,a blouse can be styled with accessories like belts or scarves,,False,
v4_8943508863fd460b,a blouse can be tailored for a better fit,,False,
v4_f12f703d244c44a0,a blouse can be tucked into pants or a skirt,,False,
v4_1429e6e985675d61,a blouse can be unbuttoned for ventilation,,False,
v4_3c0311724ec515b1,a blouse can be unbuttoned to adjust comfort,,False,
v4_9ecddbbb8939d485,a blouse can be used to accessorize an outfit,,False,
v4_3248b737763d977c,a blouse can be used to create a formal look,,False,
v4_5d2233a34e0fe3d2,a blouse can be used to express personal style,,False,
v4_524c77e99240cae0,a blouse can be used to express personal style or fashion,,False,
v4_b1781a861f2e4189,a blouse can be used to express personal style or fashion sense,,False,
v4_3debda5d24fa664f,a blouse can be washed and dried,,False,
v4_704c474acd846918,a blouse can be washed and ironed,,False,
v4_01b59770a4b278cc,a blouse can be worn as a top,,False,
v4_b0ffdbfd10836898,a blouse can be worn as part of a uniform,,False,
v4_227c575359c5e7a8,a blouse can be worn for formal occasions,,False,
v4_dd16f1e2ac29f8dd,a blouse can be worn for formal or casual occasions,,False,
v4_77fa28ac8246ec07,a blouse can be worn to cover the upper body,,False,
v4_cdce2403c6e7c924,"a blouse can have different collar styles, such as peter pan or mandarin",,False,
v4_33cf7dacd3f93952,a blouse is a piece of clothing,,False,
v4_b5e7744d8a732fd5,a blouse is a piece of clothing typically worn by women,,False,
v4_a56f314b4a567fc4,a blouse is a subtype of shirt,,False,
v4_cb35029f6ef6c1b1,a blouse is designed to be worn over the torso,,False,
v4_bb6d65c6a5d029b9,a blouse is designed to fit closely around the neck and chest,,False,
v4_ff18227cda679212,a blouse is generally more fitted than a shirt,,False,
v4_54802d8f5472020d,a blouse is generally more form-fitting than a t-shirt,,False,
v4_299ce8b4383ce0a4,a blouse is often made of lightweight fabric,,False,
v4_363e9e9b94cd9976,a blouse is often more formal than a t-shirt,,False,
v4_1b20c40076dd9a03,a blouse is often paired with a jacket for formal wear,,False,
v4_4dddc8bdce36b483,a blouse is often part of a business attire,,False,
v4_1d578928f231feb8,a blouse is often part of a business attire ensemble,,False,
v4_ccd60279ad6ef72d,a blouse is often worn as a top in casual settings,,False,
v4_7258ebb51737f7d1,a blouse is part of the category of tops,,False,
v4_38a531f9bbfac94d,a blouse is typically worn by women,,False,
v4_4cb17ed17c95ae25,a blouse is worn on the upper body,,False,
v4_57f3b9ace363bffb,a blouse may have a collar,,False,
v4_7d435914bd9a52b4,a blouse may have a collar or neckline variation,,False,
v4_50fd9f85c2fdb014,a blouse may have decorative elements like ruffles or lace,,False,
v4_a2b472b4850ff987,a blouse may have long or short sleeves,,False,
v4_bed8255f8a7531cc,a blouse often has a collar and buttons,,False,
v4_e73d4e94601bd152,a blouse often has a collar and buttons down the front,,False,
v4_6784ea2d3956afc4,a blouse often has a more formal or decorative design,,False,
v4_cb1054f2e8e0fcb5,a blouse often has buttons or other fastenings,,False,
v4_c60b614943179a15,a blouse typically has a more feminine design,,False,
v4_a3c734fba0776ba3,a blouse typically has sleeves,,False,
v4_78236a1f46d2924c,a boa can act as a deterrent to smaller predators,,False,
v4_27cd2e0051c0f4a8,a boa can act as a natural pest control by eating rodents,,False,
v4_0a8f85a453cc86dd,a boa can be a source of fear or intimidation,,False,
v4_715090ed24c2948d,a boa can be a subject of scientific study and research,,False,
v4_04d5a67fb2914108,a boa can be depicted in art and media,,False,
v4_be20f3e51f2719c6,a boa can be displayed in a terrarium for educational purposes,,False,
v4_daa0841788e91a15,a boa can be displayed in zoos and wildlife exhibits,,False,
v4_e351f0bf921901dc,a boa can be displayed in zoos for educational purposes,,False,
v4_783a3581348a9a29,a boa can be preserved as a taxidermy specimen,,False,
v4_815bc0ad799e9066,a boa can be skinned for leather or decorative purposes,,False,
v4_23625840a1c43b2a,a boa can be studied to understand snake behavior and biology,,False,
v4_3d1e61e09d1d9c2f,a boa can be trained and handled for educational or entertainment purposes,,False,
v4_3f5aae5df7d906c1,a boa can be trained to perform in shows or exhibitions,,False,
v4_1de0f55bf73f5936,a boa can be transported in a secure container for relocation,,False,
v4_0d0bb80393ec019c,a boa can be used as a fashion accessory in performances,,False,
v4_ef790a9f043203a6,a boa can be used in educational programs about reptiles,,False,
v4_8ccdf03c2f4e5958,a boa can be used in performances and shows,,False,
v4_6e5e626becfc7b7d,a boa can be used in religious or cultural ceremonies,,False,
v4_2b2541a80119d07b,a boa can be used in traditional medicine and rituals,,False,
v4_a9a20da90c972eab,a boa can be used to climb by coiling around branches or other supports,,False,
v4_0c8ecf98913cfdb2,a boa can be used to control rodent populations,,False,
v4_a43273cb169f8b43,a boa can be used to create a barrier or obstruction by coiling across an area,,False,
v4_e9783cece60a5b8d,a boa can be used to create a visual display or threat posture,,False,
v4_e608469433ae5a45,a boa can be used to create patterns or designs on surfaces,,False,
v4_14755e3db4c50a09,a boa can be used to startle or intimidate others as a form of defense,,False,
v4_ad4d0ae54f9fa530,a boa can be used to wrap around objects for securing them,,False,
v4_6aabf7f1943a1657,a boa can be worn as a decorative accessory,,False,
v4_f8efc0f1103e7c46,a boa can be worn as a decorative accessory around the neck,,False,
v4_d46d27b2108c0a3d,a boa can camouflage itself in its natural habitat,,False,
v4_32b692681d13a04e,a boa can climb trees and move through dense vegetation,,False,
v4_f65d547ede4c7a99,a boa can hide in small spaces and ambush prey,,False,
v4_8607a5026d88df4a,a boa can provide warmth and insulation,,False,
v4_e2d451d066603b62,a boa can remain motionless for long periods to conserve energy,,False,
v4_d8a5fd99f5126235,a boa can serve as a hiding place for small objects,,False,
v4_4a3aa179669472df,a boa can serve as a pet in a controlled environment,,False,
v4_2982ff1076a23e24,a boa can serve as a prop in photography or film,,False,
v4_170ba493af2add76,a boa can serve as a symbol of danger or exotic allure,,False,
v4_29eb6a1fe176cf5d,a boa can shed its skin as it grows,,False,
v4_6c48922eeda820c5,a boa can swim in water,,False,
v4_58b85c5d1935aa03,a boa can wrap around branches to move through trees,,False,
v4_7cdc64e4a2e320c0,a boa constricts prey to immobilize and kill it,,False,
v4_82fd12f6d9e89ef4,a boa is used in performances and as a pet,,False,
v4_71c58f7fbb92d6ab,a boa provides warmth and comfort when coiled around a person,,False,
v4_4b86bd9a1f1149a6,a boa provides warmth and insulation,,False,
v4_8bc03aff12b54494,a boa provides warmth and insulation when wrapped around the body,,False,
v4_91f2fcae4cde659e,a boa serves as a habitat for small parasites and microorganisms,,False,
v4_11dab37712fdcbb7,a boa serves as a pet in some households,,False,
v4_3167093096846a72,a boa serves as a predator in its ecosystem,,False,
v4_9559c73cfde5544c,a boat can anchor to remain stationary in water,,False,
v4_612d69d71ff26585,a boat can be anchored in the water,,False,
v4_2332c043ad238e40,a boat can be anchored to stay in a fixed position on water,,False,
v4_d2a692b918a18d80,a boat can be anchored to stay in one location,,False,
v4_42bf6456471fb279,"a boat can be classified into types such as sailboats, motorboats, and rowboats",,False,
v4_66e019f62c56f56f,"a boat can be classified into various types such as sailboats, motorboats, and rowboats",,False,
v4_734a22d92a10a5c6,a boat can be decorated for special events,,False,
v4_a26e29705aa047ec,a boat can be lifted out of the water for storage or maintenance,,False,
v4_785325c7aaffce79,"a boat can be made from materials such as wood, fiberglass, or metal",,False,
v4_71761089edc182cf,a boat can be moored at a dock or marina,,False,
v4_32812e1010911bf2,a boat can be moored or anchored to prevent drifting,,False,
v4_79775edaca6b6f19,a boat can be moored to a dock or pier,,False,
v4_8590afd5e09fea19,a boat can be navigated using a motor or sails,,False,
v4_67f22f0b36ec4b77,a boat can be owned privately or commercially,,False,
v4_64c552273b1004fe,a boat can be part of a fleet in commercial operations,,False,
v4_f658cb782c556675,a boat can be part of a flotilla,,False,
v4_7839c94d7f218ae2,a boat can be part of a flotilla during events,,False,
v4_232ef590c4008ff8,a boat can be powered by an engine,,False,
v4_5c6d2fa0a40c359b,a boat can be propelled by a motor or sails,,False,
v4_92165ac1aa09bf69,a boat can be propelled by oars or paddles,,False,
v4_3f5531cf7de32a75,"a boat can be propelled by oars, paddles, sails, or motors",,False,
v4_d29f2aa2c58b5893,a boat can be rented for fishing excursions,,False,
v4_549a6a4ceb261b5d,a boat can be rowed using oars for propulsion,,False,
v4_8528f43919505bd4,a boat can be rowed with oars,,False,
v4_56414fe6d49d7645,a boat can be sailed using wind power,,False,
v4_891cd1660c1f04b3,a boat can be steered using a rudder,,False,
v4_c9166b8755e4ac7d,a boat can be steered using a rudder or helm,,False,
v4_980924add9689fc9,a boat can be steered using a rudder or tiller,,False,
v4_690742e75dd66d31,a boat can be used as a temporary living space,,False,
v4_be593674675761ac,a boat can be used for competitive racing,,False,
