prompt_variant,word_normalized,feature_text_normalized,feature_text_example,response_frequency,valid_response_count,response_proportion
A,airplane,uses radar and gps for navigation,uses radar and GPS for navigation,1,20,0.05
A,airplane,uses runways for takeoff and landing,uses runways for takeoff and landing,2,20,0.1
A,airplane,varies in size from small to large,varies in size from small to large,3,20,0.15
A,alligator,camouflaged greenish-gray color,camouflaged greenish-gray color,1,20,0.05
A,alligator,camouflaged in water and mud,camouflaged in water and mud,1,20,0.05
A,alligator,can grow up to 14 feet long,can grow up to 14 feet long,6,20,0.3
A,alligator,can grow up to 15 feet long,can grow up to 15 feet long,1,20,0.05
A,alligator,can open its mouth wide,can open its mouth wide,1,20,0.05
A,alligator,can remain motionless for long periods,can remain motionless for long periods,4,20,0.2
A,alligator,can remain submerged for long periods,can remain submerged for long periods,8,20,0.4
A,alligator,can remain underwater for long periods,can remain underwater for long periods,1,20,0.05
A,alligator,can stay submerged for long periods,can stay submerged for long periods,1,20,0.05
A,alligator,can swim quickly,can swim quickly,2,20,0.1
A,alligator,can swim very fast,can swim very fast,3,20,0.15
A,alligator,can swim very quickly,can swim very quickly,1,20,0.05
A,alligator,carnivorous diet,carnivorous diet,1,20,0.05
A,alligator,cold-blooded,cold-blooded,1,20,0.05
A,alligator,cold-blooded and regulates body temperature externally,cold-blooded and regulates body temperature externally,1,20,0.05
A,alligator,"covered in tough, armored skin","covered in tough, armored skin",1,20,0.05
A,alligator,eats fish and small mammals,eats fish and small mammals,8,20,0.4
A,alligator,"eats fish, turtles, and small mammals","eats fish, turtles, and small mammals",3,20,0.15
A,alligator,has a broad snout,has a broad snout,6,20,0.3
A,alligator,has a broad snout with upward-facing nostrils,has a broad snout with upward-facing nostrils,1,20,0.05
A,alligator,"has a broad, flat snout","has a broad, flat snout",7,20,0.35
A,alligator,"has a long, broad snout","has a long, broad snout",3,20,0.15
A,alligator,"has a long, powerful tail","has a long, powerful tail",14,20,0.7
A,alligator,has a muscular tail for propulsion,has a muscular tail for propulsion,1,20,0.05
A,alligator,has a powerful tail for swimming,has a powerful tail for swimming,1,20,0.05
A,alligator,has a strong tail for swimming,has a strong tail for swimming,1,20,0.05
A,alligator,has armored skin,has armored skin,2,20,0.1
A,alligator,has powerful jaws,has powerful jaws,2,20,0.1
A,alligator,has sharp teeth,has sharp teeth,4,20,0.2
A,alligator,has sharp teeth for catching prey,has sharp teeth for catching prey,1,20,0.05
A,alligator,"has sharp, conical teeth","has sharp, conical teeth",5,20,0.25
A,alligator,has strong jaws,has strong jaws,1,20,0.05
A,alligator,has strong jaws and sharp teeth,has strong jaws and sharp teeth,1,20,0.05
A,alligator,has strong jaws for catching prey,has strong jaws for catching prey,1,20,0.05
A,alligator,has strong jaws with sharp teeth,has strong jaws with sharp teeth,1,20,0.05
A,alligator,"has strong, armored skin","has strong, armored skin",1,20,0.05
A,alligator,"has strong, sharp teeth","has strong, sharp teeth",1,20,0.05
A,alligator,"has tough, scaly skin","has tough, scaly skin",1,20,0.05
A,alligator,has webbed feet for swimming,has webbed feet for swimming,1,20,0.05
A,alligator,hunts at night,hunts at night,1,20,0.05
A,alligator,hunts using ambush tactics,hunts using ambush tactics,1,20,0.05
A,alligator,is a carnivorous predator,is a carnivorous predator,1,20,0.05
A,alligator,is a carnivorous reptile,is a carnivorous reptile,1,20,0.05
A,alligator,is a large reptile,is a large reptile,1,20,0.05
A,alligator,is a powerful swimmer,is a powerful swimmer,1,20,0.05
A,alligator,is a reptile,is a reptile,7,20,0.35
A,alligator,is an apex predator,is an apex predator,4,20,0.2
A,alligator,is an apex predator in its ecosystem,is an apex predator in its ecosystem,1,20,0.05
A,alligator,is cold-blooded,is cold-blooded,15,20,0.75
A,alligator,is cold-blooded and regulates body temperature externally,is cold-blooded and regulates body temperature externally,2,20,0.1
A,alligator,"is covered in tough, armored skin","is covered in tough, armored skin",3,20,0.15
A,alligator,"is covered in tough, scaly skin","is covered in tough, scaly skin",8,20,0.4
A,alligator,is found in the southeastern united states,is found in the southeastern United States,4,20,0.2
A,alligator,is often greenish-gray in color,is often greenish-gray in color,2,20,0.1
A,alligator,lays eggs,lays eggs,11,20,0.55
A,alligator,lays eggs in nests,lays eggs in nests,6,20,0.3
A,alligator,lays eggs in nests made of vegetation,lays eggs in nests made of vegetation,2,20,0.1
A,alligator,lays eggs in nests on land,lays eggs in nests on land,1,20,0.05
A,alligator,lives in freshwater environments,lives in freshwater environments,1,20,0.05
A,alligator,lives in freshwater habitats,lives in freshwater habitats,19,20,0.95
A,alligator,"long, muscular tail for swimming","long, muscular tail for swimming",1,20,0.05
A,alligator,powerful jaws with sharp teeth,powerful jaws with sharp teeth,1,20,0.05
A,alligator,reptile with a broad snout,reptile with a broad snout,2,20,0.1
A,alligator,reptilian skin with scales,reptilian skin with scales,1,20,0.05
A,alligator,sharp teeth,sharp teeth,1,20,0.05
A,alligator,strong tail for swimming,strong tail for swimming,1,20,0.05
A,anchovy,can be canned for longer shelf life,can be canned for longer shelf life,1,20,0.05
A,anchovy,can be canned or fresh,can be canned or fresh,1,20,0.05
A,anchovy,can be filleted,can be filleted,7,20,0.35
A,anchovy,can be filleted and canned,can be filleted and canned,1,20,0.05
A,anchovy,can be filleted and dried,can be filleted and dried,2,20,0.1
A,anchovy,can be filleted and preserved,can be filleted and preserved,3,20,0.15
A,anchovy,can be filleted and preserved in oil,can be filleted and preserved in oil,4,20,0.2
A,anchovy,can be found fresh or canned,can be found fresh or canned,2,20,0.1
A,anchovy,can be found in the atlantic and pacific oceans,can be found in the Atlantic and Pacific oceans,1,20,0.05
A,anchovy,can be found in the mediterranean and black sea,can be found in the Mediterranean and Black Sea,1,20,0.05
A,anchovy,common in canned form,common in canned form,2,20,0.1
A,anchovy,common in mediterranean cuisine,common in Mediterranean cuisine,4,20,0.2
A,anchovy,commonly sold in cans,commonly sold in cans,1,20,0.05
A,anchovy,commonly sold in cans or jars,commonly sold in cans or jars,2,20,0.1
A,anchovy,commonly sold in jars or cans,commonly sold in jars or cans,1,20,0.05
A,anchovy,commonly sold in oil,commonly sold in oil,2,20,0.1
A,anchovy,commonly sold in oil-packed cans,commonly sold in oil-packed cans,5,20,0.25
A,anchovy,commonly sold preserved in oil,commonly sold preserved in oil,1,20,0.05
A,anchovy,commonly used in caesar salad dressing,commonly used in Caesar salad dressing,1,20,0.05
A,anchovy,eaten whole or filleted,eaten whole or filleted,1,20,0.05
A,anchovy,found in mediterranean and atlantic,found in Mediterranean and Atlantic,1,20,0.05
A,anchovy,found in mediterranean and atlantic waters,found in Mediterranean and Atlantic waters,1,20,0.05
A,anchovy,found in mediterranean and black sea,found in Mediterranean and Black Sea,1,20,0.05
A,anchovy,found in mediterranean cuisine,found in Mediterranean cuisine,1,20,0.05
A,anchovy,has a silver color with dark spots,has a silver color with dark spots,1,20,0.05
A,anchovy,has a silvery appearance,has a silvery appearance,1,20,0.05
A,anchovy,has a strong salty flavor,has a strong salty flavor,1,20,0.05
A,anchovy,"has a strong, salty flavor","has a strong, salty flavor",1,20,0.05
A,anchovy,high in omega-3 fatty acids,high in omega-3 fatty acids,1,20,0.05
A,anchovy,high in salt content,high in salt content,1,20,0.05
A,anchovy,often eaten as a topping on pizza,often eaten as a topping on pizza,1,20,0.05
A,anchovy,often used in cuisine,often used in cuisine,1,20,0.05
A,anchovy,often used in mediterranean cuisine,often used in Mediterranean cuisine,4,20,0.2
A,anchovy,often used in pizza toppings,often used in pizza toppings,14,20,0.7
A,anchovy,popular in caesar salad dressing,popular in Caesar salad dressing,1,20,0.05
A,anchovy,popular in mediterranean cuisine,popular in Mediterranean cuisine,5,20,0.25
A,anchovy,rich in omega-3 fatty acids,rich in omega-3 fatty acids,19,20,0.95
A,anchovy,rich source of protein,rich source of protein,1,20,0.05
A,anchovy,salted and preserved for flavor,salted and preserved for flavor,1,20,0.05
A,anchovy,saltwater species,saltwater species,1,20,0.05
A,anchovy,silver in color,silver in color,6,20,0.3
A,anchovy,small fish,small fish,11,20,0.55
A,anchovy,small saltwater fish,small saltwater fish,9,20,0.45
A,anchovy,sold in oil or brine,sold in oil or brine,1,20,0.05
A,anchovy,sold in oil or salted,sold in oil or salted,1,20,0.05
A,anchovy,sometimes canned,sometimes canned,2,20,0.1
A,anchovy,sometimes considered an acquired taste,sometimes considered an acquired taste,1,20,0.05
A,anchovy,sometimes used as bait in fishing,sometimes used as bait in fishing,14,20,0.7
A,anchovy,sometimes used as fishing bait,sometimes used as fishing bait,1,20,0.05
A,anchovy,strong flavor,strong flavor,1,20,0.05
A,anchovy,strong salty flavor,strong salty flavor,7,20,0.35
A,anchovy,"strong, pungent taste","strong, pungent taste",1,20,0.05
A,anchovy,"strong, salty flavor","strong, salty flavor",8,20,0.4
A,anchovy,typically sold in oil or brine,typically sold in oil or brine,1,20,0.05
A,anchovy,used as a flavor enhancer,used as a flavor enhancer,1,20,0.05
A,anchovy,used as a topping on pizza,used as a topping on pizza,1,20,0.05
A,anchovy,used as bait in fishing,used as bait in fishing,2,20,0.1
A,anchovy,used as pizza topping,used as pizza topping,2,20,0.1
A,anchovy,used in caesar salad dressing,used in Caesar salad dressing,16,20,0.8
A,anchovy,used in fish sauce,used in fish sauce,2,20,0.1
A,anchovy,used in pizza toppings,used in pizza toppings,1,20,0.05
A,anchovy,used in various italian dishes,used in various Italian dishes,1,20,0.05
A,anchovy,used in various mediterranean dishes,used in various Mediterranean dishes,2,20,0.1
A,anchovy,used to make fish sauce,used to make fish sauce,4,20,0.2
A,anchovy,usually sold in jars or cans,usually sold in jars or cans,1,20,0.05
A,anchovy,usually sold in oil or brine,usually sold in oil or brine,1,20,0.05
A,anchovy,usually sold in oil or salted,usually sold in oil or salted,1,20,0.05
A,ant,builds complex nests,Builds complex nests,1,20,0.05
A,ant,can bite or sting,can bite or sting,3,20,0.15
A,ant,can build complex nests,can build complex nests,1,20,0.05
A,ant,can carry heavy loads,can carry heavy loads,19,20,0.95
A,ant,can farm fungi,can farm fungi,1,20,0.05
A,ant,can form large nests,can form large nests,2,20,0.1
A,ant,can survive in diverse environments,can survive in diverse environments,2,20,0.1
A,ant,can survive in various environments,can survive in various environments,1,20,0.05
A,ant,carries food back to nest,carries food back to nest,1,20,0.05
A,ant,communicates through pheromones,communicates through pheromones,14,20,0.7
